book_asin,parent_category,category,isbn_13,title,author,price,publication_date,publisher,rating,review_count
1909457892,Computer Science,Computer Simulation,978-1484271094,Principles of Object-Oriented Modeling and Simulation with Modelica 3.3: A Cyber-Physical Approach,Peter Fritzson,140.32,2014-11-24,Wiley-IEEE Press,4.6,16
262545918,Programming Languages,Python,978-1449344184,"Modelling Hydrology, Hydraulics and Contaminant Transport Systems in Python",Soumendra Nath Kuiry,140,2021-11-19,CRC Press,0,0
1119851424,Databases & Big Data,Data Modeling & Design,978-1933820972,Machine Learning Applications in Subsurface Energy Resource Management,Srikanta Mishra,140,2022-12-27,CRC Press,0,0
1119825393,Programming Languages,Python,978-3030782207,Starting Out with Python,Tony Gaddis,139.99,2017-03-06,Pearson,4.5,617
1108837778,Security & Encryption,Cryptography,978-0134276717,"Theory of Cryptography: Fifth Theory of Cryptography Conference, TCC 2008, New York, USA, March 19-21, 2008, Proceedings (Lecture Notes in Computer Science, 4948)",Ran Canetti,139.99,2008-02-26,Springer,0,0
691142203,Security & Encryption,Privacy & Online Safety,978-0128213797,"Privacy: Past, Present, And Future",Leslie N. Gruis,139.95,2020-02-20,Academic Press,5,1
1803248122,Computer Science,Computer Simulation,978-1789346343,Electrical Machines: Mathematical Fundamentals of Machine Topologies (Mathematical Engineering),Dieter Gerling,139.39,2014-11-14,Springer,5,1
1787121321,Computer Science,Bioinformatics,978-1838820329,Biomedical Informatics: Computer Applications in Health Care and Biomedicine,James J. Cimino,139.24,2013-12-20,Springer,4.3,107
1119861829,Computer Science,AI & Machine Learning,978-1119741749,Introduction to Machine Learning and Bioinformatics (Computer Science and Data Analysis),Sushmita Mitra,139.16,2008-06-05,Chapman and Hall/CRC,3.2,2
B01HXKKG6M,Web Development & Design,User Experience & Usability,978-1933820736,Game User Experience And Player-Centered Design (International Series on Computer Entertainment and Media Technology),Bostan,139,2020-04-06,Springer,4.5,2
1617296708,Computer Science,Bioinformatics,978-1450397674,"Synthetic Biology: Parts, Devices and Applications (Advanced Biotechnology)",Christina Smolke,138.78,2018-06-05,Wiley-Blackwell,5,1
831136219,Security & Encryption,Network Security,978-1440336669,Computer Security: Principles and Practice,Lawrie Brown,138.66,2017-08-04,Pearson,4.2,234
992279445,Programming Languages,C & C++,978-0521720090,C How to Program,Paul Deitel,138.66,2015-02-26,Pearson,4.3,210
992978718,Programming Languages,Java,978-1788475891,Building Java Programs: A Back to Basics Approach,Stuart Reges,138.66,2019-03-18,Pearson,4.6,86
1423241746,Programming Languages,Java,978-1788834094,Starting Out with Java: From Control Structures through Objects (What's New in Computer Science),Tony Gaddis,138.66,2018-02-16,Pearson,4.6,163
3030019888,Computer Science,Bioinformatics,978-1098113551,Spatial Ecology and Conservation Modeling: Applications with R,Robert Fletcher,137.42,2019-02-27,Springer,5,9
77125363,Programming Languages,Java,978-0134477367,Objects First with Java: A Practical Introduction Using BlueJ,David Barnes,136.48,2016-05-02,Pearson,4.3,136
1801075549,Programming Languages,C & C++,978-1800569621,Starting Out with C++: Early Objects,Tony Gaddis,135.49,2019-03-25,Pearson,4.8,71
3319457896,Security & Encryption,Encryption,978-9811023071,The Design of Rijndael: The Advanced Encryption Standard (AES) (Information Security and Cryptography),Joan Daemen,135.2,2020-05-23,Springer,5,2
1617294438,Databases & Big Data,Data Processing,978-1803242972,Statistics With R: Solving Problems Using Real-World Data,Jenine K. Harris,135,2020-02-10,"SAGE Publications, Inc",4.6,22
1840788771,Databases & Big Data,Data Warehousing,978-0994347053,Kimball's Data Warehouse Toolkit Classics,Ralph Kimball,135,2014-02-24,Wiley,4.6,57
3031151488,Computer Science,Information Theory,978-0974435534,"Cryptography and Coding: 12th IMA International Conference, IMACC 2009, Cirencester, UK, December 15-17, 2009, Proceedings (Lecture Notes in Computer Science, 5921)",Matthew G. Parker,134.89,2009-12-07,Springer,0,0
1718502028,Computer Science,Systems Analysis & Design,978-1637740798,Systems Analysis and Design,Alan Dennis,134.75,2021-11-23,Wiley,5,3
1071602810,Computer Science,Computer Simulation,978-1119559917,Pro-active Dynamic Vehicle Routing: Real-Time Control and Request-Forecasting Approaches to Improve Customer Service (Contributions to Management Science),Francesco Ferrucci,134.38,2013-03-16,Physica,0,0
1119696593,Databases & Big Data,Data Modeling & Design,978-0521780193,Concepts of Database Management,Philip J. Pratt,133.95,2014-09-08,Cengage Learning,4.3,114
133506487,Computer Science,Bioinformatics,978-1118792414,Population Genomics: Wildlife,Paul A. Hohenlohe,133.6,2020-12-10,Springer,4,1
111890673X,Programming Languages,C#,978-1492044819,Starting out with Visual C#,Tony Gaddis,133.32,2019-03-30,Pearson,4.7,128
147980276X,Programming Languages,Java,978-1804611210,Alice 3 to Java: Learning Creative Programming through Storytelling and Gaming,Wanda Dann,133.32,2017-02-23,Pearson,4.4,18
1937557995,Web Development & Design,Website Analytics,978-1098121228,Intermediate Accounting,Jerry J. Weygandt,132.4,2022-04-26,Wiley,4.5,28
1943872740,Web Development & Design,Content Management,978-0367244934,"All the GMAT: Content Review, Set of 3 Books, Includes 6 Online Practice Tests, Effective Strategies to Score Higher (Manhattan Prep GMAT Strategy Guides)",Manhattan Prep,131.99,2019-09-03,Manhattan Prep,4.6,288
134322762,Programming Languages,C & C++,978-1804618295,C++ Programming: Program Design Including Data Structures (MindTap Course List),D. S. Malik,131.8,2017-04-12,Cengage Learning,4.4,170
1491978236,Computer Science,Bioinformatics,978-1492093404,A Primer of Genome Science,Spencer V. Muse,131.5,2009-01-01,Sinauer Associates,4,17
1305578163,Programming Languages,Java,978-1789539660,Introduction to Programming with Greenfoot: Object-Oriented Programming in Java with Games and Simulations,Michael Kolling,130.19,2015-02-26,Pearson,4.4,50
138059276,Computer Science,AI & Machine Learning,978-1789532227,Applied Artificial Intelligence: A Biomedical Perspective (Biomedical and Robotics Healthcare),Swati V. Shinde,130,2023-07-11,CRC Press,0,0
1804615463,Computer Science,Information Theory,978-0367210106,ABSTRACT METHODS IN INFORMATION THEORY (SECOND EDITION) (Multivariate Analysis),Yûichirô Kakihara,130,2016-06-10,World Scientific Publishing Company,0,0
1803233877,Security & Encryption,Network Security,979-8361840960,Ethical Hacking and Countermeasures: Secure Network Operating Systems and Infrastructures (CEH),EC-Council,129.98,2016-02-18,Cengage Learning,4.1,8
1838643419,Programming Languages,Java,978-0131479418,Big Java: Early Objects,Cay S. Horstmann,129.75,2020-07-28,Wiley,3.8,12
262529076,Web Development & Design,Content Management,978-0387971735,"Human Resource Management: People, Data, and Analytics",Talya Bauer,129.6,2019-01-28,"SAGE Publications, Inc",4.5,79
1803247592,Web Development & Design,Web Services,978-1801073240,Web Services and SOA: Principles and Technology (2nd Edition),Michael Papazoglou,129.5,2012-01-13,Pearson Education Canada,4.5,2
149399056X,Programming Languages,Python,978-0133892062,Model-Based Reinforcement Learning: From Data to Continuous Actions with a Python-based Toolbox (IEEE Press Series on Control Systems Theory and Applications),Milad Farsi,129.06,2022-12-28,Wiley-IEEE Press,0,0
1260468712,Databases & Big Data,Data Processing,978-3030473136,"Fundamentals of Radar Signal Processing, Third Edition",Mark Richards,128.99,2022-04-07,McGraw Hill TAB,5,4
1787127486,Computer Science,Computer Simulation,978-1800562479,Digitale Produktion (German Edition),Engelbert Westkämper,128.37,2013-12-11,Springer,4,1
9491216619,Security & Encryption,Cryptography,978-1683929048,"Theory of Cryptography: 8th Theory of Cryptography Conference, TCC 2011, Providence, RI, USA, March 28-30, 2011, Proceedings (Lecture Notes in Computer Science, 6597)",Yuval Ishai,128.33,2011-03-14,Springer,0,0
178712536X,Security & Encryption,Cryptography,978-1680508451,Post-Quantum Cryptography,Daniel J. Bernstein,128.19,2008-11-19,Springer,4.3,4
821838431,Computer Science,AI & Machine Learning,978-1617296963,Statistical Machine Learning with Applications in Finance,Gordon Ritter,128,2023-07-30,World Scientific Publishing Company,0,0
1491912219,Web Development & Design,Programming,978-1108471138,Fundamentals of Web Development,Randy Connolly,127.99,2017-02-08,Pearson,4.5,73
1394171951,Computer Science,Bioinformatics,979-8420836248,Trees: The Mechanical Design,Gerhard C. Mattheck,127.69,1991-08-29,Springer,0,0
1447112113,Computer Science,Computer Simulation,978-1925836363,Compressor Surge and Rotating Stall: Modeling and Control (Advances in Industrial Control),Olav Egeland,127.69,2011-10-03,Springer,5,2
1617298417,Computer Science,AI & Machine Learning,978-1789533910,Reinforcement Learning and Stochastic Optimization: A Unified Framework for Sequential Decisions,Warren B. Powell,127.6,2022-03-15,Wiley,4.2,14
1119745306,Computer Science,Bioinformatics,978-1484255766,"Mutation Breeding, Genetic Diversity and Crop Adaptation to Climate Change",Sobhana Sivasankar PhD,126.81,2021-10-27,CABI,0,0
135224330,Programming Languages,CSS,978-1953985002,Basics of Web Design: HTML5 & CSS,Terry Felke-Morris,126.65,2019-01-22,Pearson,4.4,104
3030219224,Databases & Big Data,Data Mining,978-3540440086,"Data Mining for Business Analytics: Concepts, Techniques, and Applications with XLMiner",Peter C. Bruce,126.39,2016-04-18,Wiley,4.1,148
470116625,Computer Science,Bioinformatics,978-0128100400,Machine Learning in Bioinformatics (Wiley Series in Bioinformatics),Yanqing Zhang,126.2,2008-12-03,Wiley,5,1
1647710898,Computer Science,Human-Computer Interaction,978-1783263394,"Human Factors in Simple and Complex Systems, Second Edition",Trisha Van Zandt,125.95,2008-04-22,CRC Press,4.3,20
692434879,Computer Science,Information Theory,978-0321680563,"Leadership for Health Professionals: Theory, Skills, and Applications: Theory, Skills, and Applications",Gerald (Jerry) R. Ledlow,125.95,2017-02-23,Jones & Bartlett Learning,4.5,229
1491953241,Computer Science,AI & Machine Learning,978-0071843652,Probabilistic Graphical Models: Principles and Techniques (Adaptive Computation and Machine Learning series),Daphne Koller,125,2009-07-31,The MIT Press,4.5,112
1617299006,Computer Science,Computer Simulation,978-1800561618,A Guide to Simulation (Universitext]),Bennet L. Fox,123.86,1987-05-13,Springer,5,1
1788999894,Computer Science,Information Theory,978-1734790153,Guide to Elliptic Curve Cryptography (Springer Professional Computing),Darrel Hankerson,123.67,2006-06-01,Springer,4.3,11
1484201493,Databases & Big Data,Data Processing,978-1484256251,Data Abstraction & Problem Solving with C++: Walls and Mirrors,Frank Carrano,123.26,2016-03-14,Pearson,4.2,108
1492093408,Programming Languages,C & C++,978-1284056945,Data Abstraction & Problem Solving with C++: Walls and Mirrors,Frank Carrano,123.26,2016-03-14,Pearson,4.2,109
B07D3BP8C8,Computer Science,Information Theory,979-8837437847,Elements of Information Theory 2nd Edition (Wiley Series in Telecommunications and Signal Processing),Thomas M. Cover,123.02,2006-07-18,Wiley-Interscience,4.2,80
1118014553,Programming Languages,Python,978-1838557744,Building Python Programs,Stuart Reges,122.66,2018-08-03,Pearson,4.1,7
1492038741,Databases & Big Data,Data Modeling & Design,978-1491931653,Database Concepts,David M. Kroenke,122.66,2019-04-10,Pearson,4.3,57
1933820101,Computer Science,Bioinformatics,978-1617296055,Innovation in Health Informatics: A Smart Healthcare Primer (Next Generation Technology Driven Personalized Medicine And Smart Healthcare),Akila Sarirete,122.61,2019-11-27,Academic Press,5,1
1803247339,Programming Languages,C & C++,978-1937557997,"C Programming: A Modern Approach, 2nd Edition",K. N. King,122.57,2008-04-19,W. W. Norton & Company,4.4,315
1484289684,Security & Encryption,Network Security,978-1118906736,Security Essentials,Linda Lavender,122.46,2021-02-10,Goodheart-Willcox,5,1
1305883462,Programming Languages,Python,978-3031066078,Introduction to Programming Using Python (Myprogramminglab),Y. Liang,122.45,2012-01-02,Pearson,4.1,103
738612650,Programming Languages,Java,978-1098101138,"Java How To Program, Late Objects",Paul Deitel,122.18,2017-03-03,Pearson,4.3,82
4410027204,Security & Encryption,Encryption,978-0357509753,Semistructured Database Design (Web Information Systems Engineering and Internet Technologies Book Series 1),Gillian Dobbie,121.12,2006-03-30,Springer,0,0
384841399X,Computer Science,Bioinformatics,978-1260570434,"2-D PAGE Map Analysis: Methods and Protocols (Methods in Molecular Biology, 1384)",Emilio Marengo,120.88,2015-11-27,Humana,0,0
3319155237,Databases & Big Data,Data Warehousing,978-1633439825,Data Warehousing Fundamentals for IT Professionals,Paulraj Ponniah,120.81,2010-05-24,Wiley,4.4,96
1617292486,Computer Science,Computer Simulation,978-0192845290,Simulation of Dynamic Systems with MATLAB® and Simulink®,Harold Klee,120.58,2017-11-21,CRC Press,4,3
1484293339,Computer Science,Computer Simulation,978-0596809560,"Geotechnical Reliability Analysis: Theories, Methods and Algorithms",Jie Zhang,119.99,2023-04-17,Springer,0,0
1789954045,Programming Languages,CSS,978-1119037996,HTML5 and CSS: Comprehensive,Denise M. Woods,119.95,2012-06-06,Cengage Learning,3.9,43
026254623X,Security & Encryption,Network Security,978-0596158101,Democratizing Cryptography: The Work of Whitfield Diffie and Martin Hellman (Acm Books),Rebecca Slayton,119.95,2022-08-25,Morgan & Claypool,0,0
1941043127,Web Development & Design,User Experience & Usability,978-0764536519,Computing in Smart Toys (International Series on Computer Entertainment and Media Technology),Jeff K.T. Tang,119.36,2017-08-29,Springer,5,1
1733042644,Computer Science,Bioinformatics,978-1841125091,"Quantitative Understanding of Biosystems: An Introduction to Biophysics, Second Edition (Foundations of Biochemistry and Biophysics)",Peter M. Hoffmann,119.19,2019-04-30,CRC Press,4,1
470178450,Programming Languages,CSS,978-1801077705,Basics of Web Design: HTML5 & CSS,Terry Felke-Morris,119.05,2019-01-22,Pearson,4.4,104
1617295817,Computer Science,Robotics,978-1801070973,Control of Robot Manipulators in Joint Space (Advanced Textbooks in Control and Signal Processing),Rafael Kelly,119,2005-06-27,Springer,4.3,5
691250146,Computer Science,Bioinformatics,978-1119864646,Healthcare Simulation Research: A Practical Guide,Debra Nestel,118.32,2019-11-25,Springer,5,1
1509542973,Computer Science,Systems Analysis & Design,978-1576761434,"System Engineering Analysis, Design, and Development: Concepts, Principles, and Practices (Wiley Series in Systems Engineering and Management)",Charles S. Wasson,117.41,2015-12-02,Wiley,4.3,61
149194594X,Programming Languages,Python,978-0135565667,"Practice of Computing Using Python, The",William Punch,117.32,2016-02-29,Pearson,4.2,44
1447160495,Computer Science,Bioinformatics,978-1593278670,Rhythm and Transforms,William Arthur Sethares,117.31,2014-09-20,Springer,5,1
